,scientificName,redlistCategory,populationTrend
5559,Anolis hobartsmithi,Endangered,Decreasing
5560,Sceloporus oberon,Vulnerable,Decreasing
5561,Urosaurus auriculatus,Endangered,Decreasing
5562,Urosaurus clarionensis,Vulnerable,Unknown
5563,Uta encantadae,Vulnerable,Stable
5564,Anolis naufragus,Vulnerable,Decreasing
5565,Anolis pygmaeus,Endangered,Decreasing
5566,Exiliboa placata,Vulnerable,Decreasing
5567,Plestiodon dugesii,Vulnerable,Decreasing
5568,Aspidoscelis catalinensis,Vulnerable,Stable
5569,Aspidoscelis labialis,Vulnerable,Decreasing
5570,Aspidoscelis martyris,Vulnerable,Stable
5571,Bothriechis rowleyi,Vulnerable,Decreasing
5572,Mixcoatlus barbouri,Endangered,Decreasing
5573,Xenosaurus platyceps,Endangered,Decreasing
5574,Crotalus catalinensis,Critically Endangered,Decreasing
5575,Potamonautes lividus,Vulnerable,Unknown
5576,Crotalus pusillus,Endangered,Unknown
5577,Crotalus stejnegeri,Vulnerable,Decreasing
5578,Mixcoatlus melanurus,Endangered,Decreasing
5579,Ophryacus undulatus,Vulnerable,Decreasing
5580,Lepidophyma gaigeae,Vulnerable,Decreasing
5581,Lepidophyma lipetzi,Endangered,Decreasing
5582,Lepidophyma micropholis,Vulnerable,Unknown
5583,Xantusia gracilis,Vulnerable,Unknown
5584,Xenosaurus grandis,Vulnerable,Decreasing
5585,Xenosaurus newmanorum,Endangered,Decreasing
5586,Dermogenys weberi,Vulnerable,
5587,Deronectes aljibensis,Endangered,
5588,Deronectes depressicollis,Vulnerable,
5589,Deronectes ferrugineus,Vulnerable,
5590,Dexteria floridana,Critically Endangered,
5591,Diastole tenuistriata,Vulnerable,
5592,Diplodon dunkerianus,Endangered,
5593,Diplodon expansus,Vulnerable,
5594,Diplodon fontaineanus,Endangered,
5595,Diplodon pfeifferi,Vulnerable,
5596,Disconaias salinasensis,Endangered,
5597,Wollastonaria leacockiana,Vulnerable,Unknown
5598,Discula tabellata,Critically Endangered,Unknown
5599,Testudodiscula testudinalis,Critically Endangered,Unknown
5600,Wollastonaria turricula,Vulnerable,Unknown
5601,Callina bulverii,Critically Endangered,Decreasing
5602,Discula tectiformis,Endangered,Unknown
5603,Discula lyelliana,Critically Endangered,Unknown
5604,Discula tetrica,Critically Endangered,Decreasing
5605,Discus marmorensis,Vulnerable,
5606,Distocambarus youngineri,Vulnerable,Decreasing
5607,Ditropis whitei,Vulnerable,
5608,Divellomelon hillieri,Vulnerable,
5609,Dolapex amiculus,Endangered,
5610,Dolomedes plantarius,Vulnerable,
5611,Doronomyrmex goesswaldi,Vulnerable,
5612,Doronomyrmex kutteri,Vulnerable,
5613,Doronomyrmex pacis,Vulnerable,
5614,Doronomyrmex pocahontas,Vulnerable,
5615,Draparnaudia anniae,Critically Endangered,
5616,Draparnaudia subnecata,Critically Endangered,
5617,Dromus dromas,Critically Endangered,
5618,Drymaeus henseli,Vulnerable,
5619,Dupontia levis,Vulnerable,
5620,Dupontia nitella,Vulnerable,
5621,Dupontia perlucida,Endangered,
5622,Dupontia poweri,Vulnerable,
5623,Dupucharopa millestriata,Vulnerable,
5624,Juturnia coahuilae,Vulnerable,
5625,Dussartius baeticus,Vulnerable,
5626,Dytiscus latissimus,Vulnerable,
5627,Economidichthys trichonis,Endangered,Unknown
5628,Elaphoidella amabilis,Vulnerable,
5629,Elaphoidella franci,Vulnerable,
5630,Elaphoidella jeanneli,Vulnerable,
5631,Elaphoidella kieferi,Vulnerable,
5632,Elaphrus viridis,Critically Endangered,
5633,Elasmias kitaiwojimanum,Vulnerable,
5634,Elasmias cernicum,Vulnerable,
5635,Eleutherodactylus semipalmatus,Critically Endangered,Decreasing
5636,Eleutherodactylus principalis,Endangered,Decreasing
5637,Elimia annettae,Critically Endangered,
5638,Elimia acuta,Vulnerable,
5639,Elimia alabamensis,Vulnerable,
5640,Elimia aterina,Vulnerable,
5641,Elimia boykiniana,Vulnerable,
5642,Elimia capillaris,Vulnerable,
5643,Elimia crenatella,Vulnerable,
5644,Elimia haysiana,Vulnerable,
5645,Elimia hydei,Vulnerable,
5646,Elimia interrupta,Vulnerable,
5647,Elimia nassula,Vulnerable,
5648,Elimia olivula,Vulnerable,
5649,Elimia porrecta,Vulnerable,
5650,Elimia pybasi,Vulnerable,
5651,Elimia strigosa,Vulnerable,
5652,Elimia teres,Vulnerable,
5653,Elimia troostiana,Critically Endangered,Decreasing
5654,Parvaspina steinstansana,Critically Endangered,
5655,Elliptio chipolaensis,Endangered,Decreasing
5656,Engaeus mallacoota,Critically Endangered,Unknown
5657,Engaeus martigener,Endangered,Unknown
5658,Engaeus phyllocercus,Endangered,Unknown
5659,Engaeus rostrogaleatus,Vulnerable,Unknown
5660,Engaeus spinicaudatus,Critically Endangered,Unknown
5661,Engaeus sternalis,Critically Endangered,Unknown
5662,Engaeus disjuncticus,Endangered,Unknown
5663,Engaeus granulatus,Critically Endangered,Unknown
5664,Engaeus urostrictus,Vulnerable,Unknown
5665,Eodiaptomus lumholtzi,Vulnerable,
5666,Eodiaptomus shihi,Vulnerable,
5667,Eoleptestheria spinosa,Vulnerable,
5668,Epalzeorhynchos bicolor,Critically Endangered,Unknown
5669,Epigomphus camelus,Endangered,Unknown
5670,Epigomphus paulsoni,Endangered,Unknown
5671,Epigomphus subsimilis,Endangered,Unknown
5672,Epimyrma ravouxi,Vulnerable,
5673,Epimyrma africana,Vulnerable,
5674,Epimyrma algeriana,Vulnerable,
5675,Epimyrma bernardi,Vulnerable,
5676,Epimyrma corsica,Vulnerable,
5677,Epimyrma goridaghini,Vulnerable,
5678,Epimyrma kraussei,Vulnerable,
5679,Epimyrma stumperi,Vulnerable,
5680,Epimyrma tamarae,Vulnerable,
5681,Epimyrma zaleskyi,Vulnerable,
5682,Epioblasma brevidens,Critically Endangered,
5683,Epioblasma metastriata,Critically Endangered,
5684,Epioblasma penita,Critically Endangered,Decreasing
5685,Epischurella baikalensis,Vulnerable,
5686,Erebonectes nesioticus,Critically Endangered,
5687,Eremarionta immaculata,Vulnerable,
5688,Eremarionta millepalmarum,Vulnerable,
5689,Erepta stylodon,Critically Endangered,
5690,Erepta odontina,Endangered,
5691,Eretmochelys imbricata,Critically Endangered,Decreasing
5692,Eua zebrina,Endangered,
5693,Euastacus bindal,Critically Endangered,Unknown
5694,Euastacus bispinosus,Vulnerable,Unknown
5695,Euastacus eungella,Critically Endangered,Unknown
5696,Euastacus fleckeri,Endangered,Unknown
5697,Euastacus hystricosus,Endangered,Unknown
5698,Euastacus jagara,Critically Endangered,Unknown
5699,Euastacus maidae,Critically Endangered,Unknown
5700,Euastacus monteithorum,Critically Endangered,Unknown
5701,Euastacus robertsi,Critically Endangered,Unknown
5702,Euastacus setosus,Critically Endangered,Unknown
5703,Euastacus urospinosus,Endangered,Unknown
5704,Euastacus crassus,Endangered,Unknown
5705,Euastacus diversus,Endangered,Unknown
5706,Euastacus neodiversus,Endangered,Unknown
5707,Euastacus yigara,Critically Endangered,Unknown
5708,Euchondrus ramonensis,Critically Endangered,
5709,Eucrenonaspides oinotheke,Vulnerable,
5710,Eumorsea pinaleno,Vulnerable,
5711,Eunicella verrucosa,Vulnerable,
5712,Euonyma curtissima,Endangered,
5713,Euploea albicosta,Endangered,
5714,Euploea caespes,Endangered,
5715,Euploea cordelia,Vulnerable,
5716,Euploea euphon,Vulnerable,
5717,Euploea lacon,Vulnerable,
5718,Euploea magou,Vulnerable,
5719,Euploea mitra,Endangered,
5720,Euploea tripunctata,Endangered,
5721,Euploea andamanensis,Vulnerable,
5722,Euploea scherzeri,Vulnerable,
5723,Euproctus platycephalus,Endangered,Decreasing
5724,Euproserpinus wiesti,Critically Endangered,
5725,Eupsophus migueli,Endangered,Decreasing
5726,Eurycea nana,Vulnerable,Stable
5727,Eurycea sosorum,Vulnerable,Stable
5728,Eurycea tridentifera,Vulnerable,Unknown
5729,Protographium marcellinus,Vulnerable,
5730,Fallicambarus petilicarpus,Endangered,Unknown
5731,Fenouilia kreitneri,Endangered,Unknown
5732,Fibulacamptus bisetosus,Vulnerable,
5733,Fibulacamptus gracilior,Vulnerable,
5734,Fissilicreagris imperialis,Vulnerable,
5735,Fonscochlea accepta,Vulnerable,
5736,Fonscochlea aquatica,Endangered,Unknown
5737,Fonscochlea billakalina,Endangered,
5738,Fonscochlea conica,Vulnerable,
5739,Formica dirksi,Vulnerable,
5740,Formica talbotae,Vulnerable,
5741,Formicoxenus nitidulus,Vulnerable,
5742,Formicoxenus sibiricus,Vulnerable,
5743,Formicoxenus provancheri,Vulnerable,
5744,Formicoxenus quebecensis,Vulnerable,
5745,Formicoxenus chamberlini,Vulnerable,
5746,Furcifer campani,Vulnerable,Decreasing
5747,Furcifer labordi,Vulnerable,Decreasing
5748,Fusconaia escambia,Endangered,
5749,Fusconaia masoni,Endangered,
5750,Gadus morhua,Vulnerable,
5751,Gallotia simonyi,Critically Endangered,Stable
5752,Gammarus bousfieldi,Vulnerable,
5753,Gammarus desperatus,Critically Endangered,Stable
5754,Gammarus pecos,Vulnerable,
5755,Gammarus hyalelloides,Vulnerable,
5756,Gastrocopta boninensis,Vulnerable,
5757,Haplochromis simpsoni,Endangered,
5758,Geminoropa scindocataracta,Vulnerable,
5759,Chelonoidis chilensis,Vulnerable,
5760,Chelonoidis denticulata,Vulnerable,
5761,Geochelone gigantea,Vulnerable,
5762,Astrochelys radiata,Critically Endangered,Decreasing
5763,Astrochelys yniphora,Critically Endangered,Decreasing
5764,Geocrinia alba,Critically Endangered,Decreasing
5765,Geocrinia vitellina,Vulnerable,Stable
5766,Geomitra moniziana,Endangered,Decreasing
5767,Geomitra tiarella,Endangered,Unknown
5768,Craspedaria delphinuloides,Critically Endangered,Unknown
5769,Georissa laseroni,Vulnerable,
5770,Sinocyclocheilus cyphotergous,Vulnerable,
5771,Glacidorbis occidentalis,Vulnerable,
5772,Glyptorhagada bordaensis,Vulnerable,
5773,Glyptorhagada euglypta,Vulnerable,
5774,Glyptorhagada kooringensis,Vulnerable,Unknown
5775,Glyptorhagada silveri,Endangered,
5776,Glyptorhagada tattawuppana,Vulnerable,
5777,Gonidomus sulcatus,Vulnerable,
5778,Gonospira cylindrella,Vulnerable,
5779,Gonospira deshayesi,Endangered,
5780,Gonospira duponti,Critically Endangered,
5781,Gonospira turgidula,Vulnerable,
5782,Gonospira uvula,Endangered,
5783,Gonospira holostoma,Vulnerable,
5784,Gonospira madgei,Vulnerable,
5785,Gonospira striaticostus,Vulnerable,
5786,Gonospira teres,Vulnerable,
5787,Gonyostomus insularis,Vulnerable,
5788,Gonyostomus gonyostomus,Critically Endangered,
5789,Gopherus polyphemus,Vulnerable,
5790,Graphium epaminondas,Vulnerable,
5791,Graphium idaeoides,Vulnerable,
5792,Graphium levassori,Endangered,
5793,Graphium megaera,Vulnerable,
5794,Graphium procles,Vulnerable,
5795,Graphium sandawanum,Endangered,
5796,Graphium stresemanni,Vulnerable,
5797,Graphoderus bilineatus,Vulnerable,
5798,Graptodytes delectus,Endangered,
5799,Graziana klagenfurtensis,Endangered,Unknown
5800,Grylloblatta chirurgica,Vulnerable,
5801,Glabrennea thomasseti,Critically Endangered,Unknown
5802,Gulella antelmeana,Endangered,
5803,Gulella taitensis,Endangered,Decreasing
5804,Gulickia alexandri,Critically Endangered,
5805,Hacrochlamys lineolatus,Endangered,
5806,Youwanjela wilsoni,Vulnerable,
5807,Haeromys minahassae,Vulnerable,Decreasing
5808,Hapalomys delacouri,Vulnerable,Decreasing
5809,Haplochromis annectidens,Critically Endangered,
5810,Haplochromis obliquidens,Vulnerable,Unknown
5811,Haplophthalmus abbreviatus,Vulnerable,
5812,Haplophthalmus rhinoceros,Vulnerable,
5813,Harmogenanina argentea,Vulnerable,
5814,Harmogenanina implicata,Critically Endangered,
5815,Haplochromis michaeli,Critically Endangered,Decreasing
5816,Harpagochromis sp. nov. 'frogmouth',Vulnerable,
5817,Harpagoxenus canadensis,Vulnerable,
5818,Harpagoxenus sublaevis,Vulnerable,
5819,Hauffenia kerschneri,Endangered,Decreasing
5820,Hauffenia sp. nov.,Vulnerable,
5821,Hauffenia wienerwaldensis,Endangered,Unknown
5822,Hedleya macleayi,Vulnerable,
5823,Hedleyoconcha ailaketoae,Vulnerable,
5824,Helicarion leopardina,Vulnerable,
5825,Helicarion porrectus,Vulnerable,
5826,Helicarion rubicundus,Vulnerable,
5827,Xerotricha bierzona,Vulnerable,Stable
5828,Xerotricha gasulli,Endangered,Decreasing
5829,Helicella stiparum,Endangered,Decreasing
5830,Helicina rostrata,Endangered,
5831,Heliconius nattereri,Critically Endangered,
5832,Helicostyla smargadina,Critically Endangered,
5833,Heliodiaptomus kolleruensis,Vulnerable,
5834,Heliodiaptomus pulcher,Vulnerable,
5835,Tyrrhenaria ceratina,Critically Endangered,Stable
5836,Helix godetiana,Endangered,Decreasing
5837,Moreletina obruta,Vulnerable,Unknown
5838,Helminthoglypta allynsmithi,Vulnerable,
5839,Helminthoglypta callistoderma,Endangered,
5840,Helminthoglypta walkeriana,Critically Endangered,
5841,Helminthoglypta coelata,Vulnerable,
5842,Hemiboeckella powellensis,Vulnerable,
5843,Hemicycla inutilis,Vulnerable,Decreasing
5844,Hemicycla mascaensis,Critically Endangered,Decreasing
5845,Hemicycla plicaria,Critically Endangered,Decreasing
5846,Hemicycla pouchadan,Endangered,Decreasing
5847,Hemicycla saulcyi,Critically Endangered,Unknown
5848,Hemimyzon taitungensis,Vulnerable,
5849,Hemisaga elongata,Critically Endangered,
5850,Hemisaga lucifer,Vulnerable,
5851,Hemisaga vepreculae,Vulnerable,
5852,Hemistena lata,Critically Endangered,
5853,Hemistomia flexicolumella,Vulnerable,
5854,Hemistomia pusillior,Endangered,
5855,Hemistomia whiteleggei,Critically Endangered,
5856,Nilgiritragus hylocrius,Endangered,Decreasing
5857,Hesperodiaptomus augustaensis,Vulnerable,
5858,Hesperodiaptomus californiensis,Vulnerable,
5859,Hetaerina rudis,Vulnerable,Unknown
5860,Heterocyclus perroquini,Endangered,
5861,Heterocyclus petiti,Endangered,
5862,Acicula palaestinensis,Vulnerable,
5863,Acilius duvergeri,Vulnerable,
5864,Acipenser brevirostrum,Vulnerable,Decreasing
5865,Acipenser nudiventris,Critically Endangered,Decreasing
5866,Achatinella apexfulva,Critically Endangered,
5867,Acipenser ruthenus,Vulnerable,Decreasing
5868,Achatinella bellula,Critically Endangered,
5869,Acipenser schrenckii,Critically Endangered,Decreasing
5870,Acipenser stellatus,Critically Endangered,Decreasing
5871,Achatinella bulimoides,Critically Endangered,
5872,Acipenser sturio,Critically Endangered,Decreasing
5873,Achatinella byronii,Critically Endangered,
5874,Acipenser gueldenstaedtii,Critically Endangered,Decreasing
5875,Achatinella cestus,Critically Endangered,
5876,Achatinella concavospira,Critically Endangered,
5877,Acipenser persicus,Critically Endangered,Decreasing
5878,Achatinella curta,Critically Endangered,
5879,Acipenser sinensis,Critically Endangered,Decreasing
5880,Achatinella decipiens,Critically Endangered,
5881,Acipenser mikadoi,Critically Endangered,Decreasing
5882,Achatinella fulgens,Critically Endangered,
5883,Achatinella fuscobasis,Critically Endangered,
5884,Acipenser baerii,Endangered,Decreasing
5885,Achatinella lila,Critically Endangered,
5886,Achatinella lorata,Critically Endangered,
5887,Achatinella mustelina,Critically Endangered,
5888,Achatinella phaeozona,Critically Endangered,
5889,Achatinella pulcherrima,Critically Endangered,
5890,Achatinella pupukanioe,Critically Endangered,
5891,Achatinella sowerbyana,Critically Endangered,
5892,Achatinella stewartii,Critically Endangered,
5893,Achatinella swiftii,Critically Endangered,
5894,Achatinella taeniolata,Critically Endangered,
5895,Achatinella turgida,Critically Endangered,
5896,Achatinella viridans,Critically Endangered,
5897,Achatinella vulpina,Critically Endangered,
5898,Achatinella leucorrhaphe,Critically Endangered,
5899,Acheilognathus elongatus,Critically Endangered,Unknown
5900,Acrodipsas illidgei,Endangered,
5901,Acrolophitus pulchellus,Vulnerable,
5902,Actinella actinophora,Vulnerable,Unknown
5903,Actinella armitageana,Vulnerable,Unknown
5904,Actinella carinofausta,Endangered,Unknown
5905,Domunculifex littorinella,Vulnerable,Unknown
5906,Actinella giramica,Vulnerable,Stable
5907,Actinella laciniosa,Vulnerable,Unknown
5908,Actinella obserata,Critically Endangered,Unknown
5909,Adelocosa anops,Endangered,
5910,Adelopoma stolli,Endangered,
5911,Adetomyrma venatrix,Critically Endangered,
5912,Advena charon,Endangered,
5913,Aegialia concinna,Vulnerable,
5914,Aegialia crescenta,Vulnerable,
5915,Agabus clypealis,Endangered,
5916,Agabus discicollis,Endangered,
5917,Agabus hozgargantae,Endangered,
5918,Aglaodiaptomus kingsburyae,Vulnerable,
5919,Aglaodiaptomus marshianus,Vulnerable,
5920,Alasmidonta heterodon,Vulnerable,Decreasing
5921,Alburnus albidus,Vulnerable,Decreasing
5922,Acanthocyclops hypogeus,Vulnerable,
5923,Salmo ohridanus,Vulnerable,Unknown
5924,Acanthomyops latipes,Vulnerable,
5925,Algyroides marchi,Endangered,Decreasing
5926,Allanaspides helonomus,Vulnerable,
5927,Allanaspides hickmani,Vulnerable,
5928,Allocharopa erskinensis,Vulnerable,
5929,Allocrangonyx hubrichti,Vulnerable,
5930,Allocrangonyx pellucidus,Vulnerable,
5931,Allodiaptomus satanas,Vulnerable,
5932,Aloeides carolynnae,Vulnerable,
5933,Aloeides pringlei,Vulnerable,
5934,Alona sketi,Vulnerable,
5935,Alona hercegovinae,Vulnerable,
5936,Alona smirnovi,Vulnerable,
5937,Aaptosyax grypus,Critically Endangered,Decreasing
5938,Alosa macedonica,Vulnerable,Increasing
5939,Alosa immaculata,Vulnerable,Decreasing
5940,Amanipodagrion gilliesi,Critically Endangered,Decreasing
5941,Amastra cylindrica,Critically Endangered,
5942,Amastra micans,Critically Endangered,
5943,Amastra rubens,Critically Endangered,
5944,Amastra spirizona,Critically Endangered,
5945,Tarentola boavistensis,Vulnerable,Decreasing
5946,Tarentola gigas,Endangered,Stable
5947,Iberochondrostoma olisiponensis,Critically Endangered,Decreasing
5948,Thrasops schmidti,Endangered,Unknown
5949,Etheostoma boschungi,Endangered,Decreasing
5950,Etheostoma cinereum,Vulnerable,Unknown
5951,Colletes dimidiatus,Vulnerable,Decreasing
5952,Colletes merceti,Endangered,Decreasing
5953,Colletes moricei,Vulnerable,Unknown
5954,Colletes pulchellus,Vulnerable,Decreasing
5955,Colletes sierrensis,Endangered,Unknown
5956,Colletes wolfi,Endangered,Decreasing
5957,Etheostoma ditrema,Endangered,Decreasing
5958,Flavipanurgus granadensis,Endangered,Unknown
5959,Boulengerula niedeni,Endangered,Unknown
5960,Arthroleptides dutoiti,Critically Endangered,Decreasing
5961,Nectophrynoides wendyae,Critically Endangered,Decreasing
5962,Nectophrynoides paulae,Critically Endangered,Decreasing
5963,Nectophrynoides poyntoni,Critically Endangered,Decreasing
5964,Churamiti maridadi,Critically Endangered,Decreasing
5965,Parhoplophryne usambarica,Critically Endangered,Unknown
5966,Boulengerula fischeri,Vulnerable,Unknown
5967,Dasypoda frieseana,Endangered,Decreasing
5968,Melitta hispanica,Vulnerable,Unknown
5969,Melitta kastiliensis,Vulnerable,Unknown
5970,Latonia nigriventer,Critically Endangered,Unknown
5971,Halictus carinthiacus,Endangered,Decreasing
5972,Halictus microcardia,Endangered,Decreasing
5973,Pseudagrion arabicum,Endangered,Unknown
5974,Etheostoma fonticola,Endangered,Unknown
5975,Etheostoma maculatum,Vulnerable,Decreasing
5976,Arabineura khalidi,Endangered,Unknown
5977,Pinheyschna yemenensis,Vulnerable,Unknown
5978,Etheostoma moorei,Endangered,Decreasing
5979,Etheostoma nianguae,Vulnerable,Decreasing
5980,Etheostoma nuchale,Endangered,Unknown
5981,Elassoma alabamae,Critically Endangered,Decreasing
5982,Nactus coindemirensis,Vulnerable,Stable
5983,Gongylomorphus bojerii,Critically Endangered,Stable
5984,Gongylomorphus fontenayi,Endangered,Decreasing
5985,Phelsuma guimbeaui,Endangered,Decreasing
5986,Phelsuma rosagularis,Endangered,Decreasing
5987,Corbicula possoensis,Endangered,Unknown
